,Book Name,Author Name,Publisher,Publish Date,Purchase Info,Page Numbers,Cover Type,Paper Type,Rate,Rating Count,Review Count,Fav Count,To-Read List Count,Price,Discount
1130,Sinekli Bakkal,Halide Edib Adıvar,CAN YAYINLARI,22/11/2022,Bu üründen 17222 adet satın alınmıştır,476.0,Karton Kapak,,5.0,1244.0,571.0,10228,867.0,130.0,Kazanacağınız Puan: 106
1131,Od,Prof. Dr. İskender Pala,KAPI YAYINLARI,19/09/2020,Bu üründen 27055 adet satın alınmıştır,361.0,Karton Kapak,,5.0,2879.0,2657.0,17345,674.0,126.0,Kazanacağınız Puan: 90
1132,Kitap Hırsızı,Markus Zusak,MARTI YAYINLARI,18/11/2022,Bu üründen 9339 adet satın alınmıştır,574.0,Karton Kapak,,5.0,1016.0,503.0,5937,593.0,85.0,Kazanacağınız Puan: 108
1133,Leylim Leylim  Ahmed Arif'ten Leyla Erbil'e Mektuplar,Ahmed Arif,TÜRKİYE İŞ BANKASI KÜLTÜR YAYINLARI,14/03/2019,Bu üründen 10191 adet satın alınmıştır,240.0,Karton Kapak,,5.0,933.0,426.0,3427,341.0,49.5,Kazanacağınız Puan: 24
1134,Kağıt Ev,Carlos Maria Dominguez,JAGUAR KİTAP,01/07/2017,Bu üründen 10330 adet satın alınmıştır,94.0,Karton Kapak,,4.0,1083.0,549.0,4660,493.0,45.0,Kazanacağınız Puan: 34
1135,Palto,Nikolay Vasilievich Gogol,KARBON KİTAPLAR,13/01/2017,Bu üründen 6867 adet satın alınmıştır,56.0,Karton Kapak,,5.0,513.0,257.0,2092,228.0,16.25,Kazanacağınız Puan: 26
1136,Tarihi Hoşça Kal Lokantası,Şermin Yaşar,DOĞAN KİTAP,27/12/2018,Bu üründen 18951 adet satın alınmıştır,176.0,Karton Kapak,,5.0,1475.0,766.0,4298,620.0,71.76,Kazanacağınız Puan: 82
1137,AbumRabum,Prof. Dr. İskender Pala,KAPI YAYINLARI,10/05/2023,Bu üründen 9897 adet satın alınmıştır,528.0,Karton Kapak,,5.0,1255.0,707.0,5013,625.0,126.0,Kazanacağınız Puan: 68
1138,Oblomov,İvan Gonçarov,YORDAM KİTAP,26/03/2020,Bu üründen 1978 adet satın alınmıştır,700.0,Karton Kapak,,5.0,40.0,19.0,1734,105.0,92.4,Kazanacağınız Puan: 98
1139,Kadınlar Ülkesi,Charlotte Perkins Gilman,İTHAKİ YAYINLARI,28/04/2023,Bu üründen 6784 adet satın alınmıştır,216.0,Karton Kapak,,5.0,452.0,206.0,4982,355.0,43.2,Kazanacağınız Puan: 40
1140,İki Şehrin Hikayesi,Charles Dickens,BİLGİ YAYINEVİ,10/03/2020,Bu üründen 1220 adet satın alınmıştır,552.0,Karton Kapak,,5.0,18.0,11.0,727,44.0,46.8,Kazanacağınız Puan: 58
1141,Üç Yıl,Anton Çehov,KAPRA YAYINCILIK,28/11/2020,Bu üründen 1571 adet satın alınmıştır,128.0,Karton Kapak,,5.0,58.0,29.0,612,51.0,9.9,Kazanacağınız Puan: 14
1142,Bir Şeftali Bin Şeftali,Samed Behrengi,KAPRA YAYINCILIK,21/12/2020,Bu üründen 3886 adet satın alınmıştır,62.0,Karton Kapak,,5.0,60.0,30.0,611,45.0,19.04,Kazanacağınız Puan: 14
1143,Palto,Nikolay Vasilievich Gogol,KAPRA YAYINCILIK,21/12/2020,Bu üründen 3405 adet satın alınmıştır,50.0,Karton Kapak,,5.0,94.0,44.0,974,65.0,14.9,Kazanacağınız Puan: 14
1144,Evlere Şenlik Kaynanam Nasıl Kudurdu?,Hüseyin Rahmi Gürpınar,KAPRA YAYINCILIK,18/01/2021,Bu üründen 2081 adet satın alınmıştır,143.0,Karton Kapak,,5.0,100.0,54.0,838,69.0,9.9,Kazanacağınız Puan: 14
1145,Yeni Dünya,Sabahattin Ali,KAPRA YAYINCILIK,09/02/2021,Bu üründen 1981 adet satın alınmıştır,142.0,Karton Kapak,,5.0,22.0,9.0,626,27.0,12.88,Kazanacağınız Puan: 14
1146,Arsen Lüpen - Kibar Hırsız,Maurice Leblanc,KAPRA YAYINCILIK,19/03/2021,Bu üründen 2640 adet satın alınmıştır,206.0,Karton Kapak,,5.0,57.0,25.0,829,66.0,14.9,Kazanacağınız Puan: 20
1147,Düşüş,Albert Camus,CAN YAYINLARI,27/05/2021,Bu üründen 1730 adet satın alınmıştır,,Karton Kapak,,5.0,43.0,23.0,1339,66.0,56.1,Kazanacağınız Puan: 54
1148,Dillerin Kökeni Üzerine Deneme,Jean Jacques Rousseau,KAPRA YAYINCILIK,07/12/2021,Bu üründen 953 adet satın alınmıştır,80.0,Karton Kapak,,5.0,19.0,8.0,615,26.0,14.9,Kazanacağınız Puan: 14
1149,Hayvan Çiftliği,George Orwell,ALTIN KİTAPLAR-KAMPANYA,,Bu üründen 733 adet satın alınmıştır,104.0,Karton Kapak,,5.0,3.0,2.0,104,4.0,11.88,Kazanacağınız Puan: 24
1150,Sihirli Ağaç Evi - Çizgi Roman 3: Piramidin Sırrı,Mary Pope Osborne,DOMİNGO ÇOCUK,05/12/2022,Bu üründen 461 adet satın alınmıştır,160.0,Karton Kapak,,5.0,7.0,4.0,139,10.0,56.1,Kazanacağınız Puan: 74
1151,Rubailer,Ömer Hayyam,KAPRA YAYINCILIK,12/12/2022,Bu üründen 441 adet satın alınmıştır,76.0,Karton Kapak,,5.0,8.0,6.0,245,9.0,14.9,Kazanacağınız Puan: 16
1152,Kader Gayrete Aşıktır,Ethem Emin Nemutlu,OLİMPOS YAYINLARI,12/01/2023,Bu üründen 1633 adet satın alınmıştır,160.0,Karton Kapak,,4.0,21.0,12.0,801,68.0,46.2,Kazanacağınız Puan: 88
1153,Yanlış Yer Yanlış Zaman,Gillian Mcallister,OLİMPOS YAYINLARI,15/03/2023,Bu üründen 1270 adet satın alınmıştır,384.0,Karton Kapak,,5.0,45.0,27.0,1067,71.0,80.65,Kazanacağınız Puan: 122
1154,İslam’ın Rengi,Jenny Molendyk Divleli,CEZVE KİTAP,08/05/2023,Bu üründen 1677 adet satın alınmıştır,136.0,Karton Kapak,,5.0,29.0,18.0,827,53.0,66.66,Kazanacağınız Puan: 108
1155,Icebreaker,Hannah Grace,OLİMPOS YAYINLARI,29/05/2023,Bu üründen 1249 adet satın alınmıştır,560.0,Karton Kapak,,4.0,31.0,20.0,986,94.0,98.15,Kazanacağınız Puan: 212
1156,Abdullah Efendi'nin Rüyaları,Ahmet Hamdi Tanpınar,DERGAH YAYINLARI,03/11/2023,Bu üründen 33 adet satın alınmıştır,144.0,Karton Kapak,,,,,44,1.0,90.0,Kazanacağınız Puan: 180
1157,Zakir,Mümtazer Türköne,KİTAPYURDU DOĞRUDAN YAYINCILIK (KDY),07/11/2023,Bu üründen 89 adet satın alınmıştır,796.0,Karton Kapak,,5.0,2.0,2.0,77,11.0,328.0,Kazanacağınız Puan: 656
1158,Dünyada İlk Kez  Tüm Öyküler,Sami Baydar,160. KİLOMETRE,21/11/2023,Bu üründen 22 adet satın alınmıştır,308.0,Karton Kapak,,5.0,1.0,,3,1.0,160.0,
1159,Rüveyda,Prof. Dr. Nurullah Genç,TİMAŞ YAYINLARI,07/01/2022,Bu üründen 4419 adet satın alınmıştır,144.0,Karton Kapak,,5.0,235.0,115.0,2093,147.0,70.0,Kazanacağınız Puan: 62
1160,Aganta Burina Burinata,Halikarnas Balıkçısı,BİLGİ YAYINEVİ,01/01/2018,Bu üründen 7696 adet satın alınmıştır,192.0,Karton Kapak,,4.0,458.0,229.0,3502,335.0,90.0,Kazanacağınız Puan: 82
1161,Yerdeniz Büyücüsü - Yerdeniz 1,Ursula K. Le Guin,METİS YAYINLARI,09/03/2023,Bu üründen 9677 adet satın alınmıştır,192.0,Karton Kapak,,5.0,569.0,257.0,5159,444.0,83.45,Kazanacağınız Puan: 80
1162,Kayıp Tanrılar Ülkesi,Ahmet Ümit,YAPI KREDİ YAYINLARI,09/08/2023,Bu üründen 35358 adet satın alınmıştır,504.0,Karton Kapak,,5.0,1004.0,623.0,13570,,181.5,Kazanacağınız Puan: 98
1163,Göktürk Kitabeleri (Cep Boy),Anonim,KARBON KİTAPLAR,14/06/2021,Bu üründen 1685 adet satın alınmıştır,184.0,Karton Kapak,,5.0,35.0,17.0,624,72.0,8.9,Kazanacağınız Puan: 8
1164,Arafat’ta Bir Çocuk,Zülfü Livaneli,İNKILAP KİTABEVİ,21/06/2021,Bu üründen 1494 adet satın alınmıştır,136.0,Karton Kapak,,4.0,22.0,11.0,1373,57.0,55.99,Kazanacağınız Puan: 52
1165,A’mak-ı Hayal,Şehbenderzade Filibeli Ahmed Hilmi,KAPRA YAYINCILIK,09/08/2021,Bu üründen 2104 adet satın alınmıştır,188.0,Karton Kapak,,5.0,42.0,23.0,644,55.0,19.04,Kazanacağınız Puan: 14
1166,Kardeşimin Hikayesi,Zülfü Livaneli,İNKILAP KİTABEVİ,20/09/2021,Bu üründen 2195 adet satın alınmıştır,280.0,Karton Kapak,,5.0,57.0,45.0,2500,96.0,93.25,Kazanacağınız Puan: 82
1167,Nikola Tesla’nın İlginç Yaşamı (Cep Boy) (Tam Metin),Nikola Tesla,KARBON KİTAPLAR,29/12/2021,Bu üründen 1114 adet satın alınmıştır,94.0,Karton Kapak,,5.0,18.0,11.0,464,34.0,8.9,Kazanacağınız Puan: 8
1168,Lordlar ve Varisler / Hepimiz Gökyüzü Olmak İstedik (Karton Kapak),N. G. Kabal,MARTI YAYINLARI,02/08/2022,Bu üründen 1062 adet satın alınmıştır,672.0,Karton Kapak,,5.0,16.0,11.0,818,76.0,95.0,Kazanacağınız Puan: 108
1169,Öğrenci Kız,Osamu Dazai,İTHAKİ YAYINLARI,17/08/2023,Bu üründen 3323 adet satın alınmıştır,64.0,Karton Kapak,,5.0,93.0,48.0,3013,138.0,28.8,Kazanacağınız Puan: 22
1170,Denizler Altında Yirmi Bin Fersah,Jules Verne,MUNDİ,14/06/2022,Bu üründen 924 adet satın alınmıştır,144.0,Karton Kapak,,5.0,6.0,3.0,288,11.0,37.9,Kazanacağınız Puan: 26
1171,"İnsancıklar (Ciltli, İplik Dikişli)",Fyodor Mihailoviç Dostoyevski,KAPRA YAYINCILIK,26/07/2022,Bu üründen 2769 adet satın alınmıştır,176.0,Ciltli,,5.0,39.0,24.0,2161,97.0,29.9,Kazanacağınız Puan: 40
1172,"Yeraltından Notlar (Ciltli, İplik Dikişli)",Fyodor Mihailoviç Dostoyevski,KAPRA YAYINCILIK,26/07/2022,Bu üründen 2276 adet satın alınmıştır,136.0,Ciltli,,5.0,33.0,20.0,1813,62.0,29.9,Kazanacağınız Puan: 40
1173,Küçük Yuvarlak Taşlar,Melisa Kesmez,İLETİŞİM YAYINLARI,08/08/2022,Bu üründen 3438 adet satın alınmıştır,84.0,Karton Kapak,,5.0,76.0,46.0,1320,86.0,50.51,Kazanacağınız Puan: 48
1174,Surname  Bir Osmanlı Macerası,Prof. Dr. İskender Pala,KAPI YAYINLARI,11/11/2022,Bu üründen 7914 adet satın alınmıştır,408.0,Karton Kapak,,5.0,242.0,158.0,3966,504.0,107.28,Kazanacağınız Puan: 148
1175,Devlet Ana,Kemal Tahir,KETEBE YAYINEVİ,08/12/2022,Bu üründen 2013 adet satın alınmıştır,656.0,Karton Kapak,,5.0,58.0,17.0,1363,86.0,65.34,Kazanacağınız Puan: 118
1176,Pera Palas'ta Onbir Gece,Kayahan Demir,TİMAŞ GENÇ,10/01/2023,Bu üründen 1174 adet satın alınmıştır,160.0,Karton Kapak,,5.0,27.0,17.0,623,59.0,62.1,Kazanacağınız Puan: 78
1177,Bir Kadın,Annie Ernaux,CAN YAYINLARI,05/04/2023,Bu üründen 1166 adet satın alınmıştır,64.0,Karton Kapak,,5.0,26.0,10.0,1016,33.0,48.18,Kazanacağınız Puan: 72
1178,Seksen Günde Devrialem,Jules Verne,KAPRA YAYINCILIK,03/04/2023,Bu üründen 564 adet satın alınmıştır,264.0,Karton Kapak,,5.0,12.0,6.0,215,21.0,16.88,Kazanacağınız Puan: 20
1179,Sona Kalan,Tess Gerritsen,DOĞAN KİTAP,05/05/2023,Bu üründen 580 adet satın alınmıştır,328.0,Karton Kapak,,5.0,15.0,10.0,812,49.0,99.84,Kazanacağınız Puan: 194
1180,Babil Kulesi Kitabı  Kelime ve Kavramların Dilden Dile Yolculukları,Mahir Ünsal Eriş,KAFKA KİTAP,31/07/2023,Bu üründen 537 adet satın alınmıştır,184.0,Karton Kapak,,5.0,7.0,5.0,321,16.0,128.93,Kazanacağınız Puan: 234
1181,Örme Biçimleri / Bir Ters Bir Düz Fragmanlar,Nurdan Gürbilek,METİS YAYINLARI,18/09/2023,Bu üründen 650 adet satın alınmıştır,192.0,Karton Kapak,,5.0,11.0,2.0,186,29.0,83.45,Kazanacağınız Puan: 164
1182,Arsen Lüpen / Oyuk İğne,Maurice Leblanc,KAPRA YAYINCILIK,16/09/2023,Bu üründen 195 adet satın alınmıştır,224.0,Karton Kapak,,5.0,4.0,,82,7.0,14.9,Kazanacağınız Puan: 30
1183,Kırık Nisan,İsmail Kadare,JAGUAR KİTAP,02/10/2023,Bu üründen 206 adet satın alınmıştır,184.0,Karton Kapak,,5.0,10.0,3.0,109,13.0,64.6,Kazanacağınız Puan: 136
1184,Gökçen 1: Unutulan Çiçekler (Ciltli),Loresima,EPHESUS YAYINLARI,10/10/2023,Bu üründen 75 adet satın alınmıştır,528.0,Ciltli,,,,,157,15.0,160.16,Kazanacağınız Puan: 320
1185,Toza Sor,John Fante,PARANTEZ YAYINLARI,09/02/2018,Bu üründen 3602 adet satın alınmıştır,160.0,Karton Kapak,,4.0,335.0,191.0,2139,200.0,50.4,Kazanacağınız Puan: 46
1186,Gül Yetiştiren Adam,Rasim Özdenören,İZ YAYINCILIK,04/05/2023,Bu üründen 41751 adet satın alınmıştır,136.0,Karton Kapak,,5.0,2717.0,1168.0,12535,,68.0,Kazanacağınız Puan: 50
1187,Çile (kod4),Necip Fazıl Kısakürek,BÜYÜK DOĞU YAYINLARI,01/05/2013,Bu üründen 17677 adet satın alınmıştır,512.0,Karton Kapak,,5.0,1493.0,868.0,9143,695.0,96.72,Kazanacağınız Puan: 56
1188,Çanlar Kimin İçin Çalıyor,Ernest Hemingway,BİLGİ YAYINEVİ,21/12/2018,Bu üründen 13058 adet satın alınmıştır,636.0,Karton Kapak,,5.0,961.0,461.0,12939,,161.1,Kazanacağınız Puan: 158
1189,Asla Kimseyi Öldürmedi Benim Babam,Jean-Louis Fournier,YAPI KREDİ YAYINLARI,07/06/2023,Bu üründen 2104 adet satın alınmıştır,84.0,Karton Kapak,,5.0,110.0,72.0,1675,83.0,44.96,Kazanacağınız Puan: 36
1190,Sırça Fanus,Sylvia Plath,KIRMIZI KEDİ YAYINEVİ,31/03/2022,Bu üründen 10214 adet satın alınmıştır,252.0,Karton Kapak,,4.0,836.0,345.0,6131,563.0,108.0,Kazanacağınız Puan: 108
1191,Körleşme,Elias Canetti,SEL YAYINCILIK,21/02/2022,Bu üründen 5936 adet satın alınmıştır,565.0,Karton Kapak,,5.0,508.0,218.0,5768,603.0,146.9,Kazanacağınız Puan: 126
1192,İnsan Nedir?,Mark Twain,DEDALUS KİTAP,25/10/2022,Bu üründen 34257 adet satın alınmıştır,136.0,Karton Kapak,,5.0,1885.0,957.0,15738,,39.0,Kazanacağınız Puan: 46
1193,Sevgili Arsız Ölüm,Latife Tekin,CAN YAYINLARI,17/10/2019,Bu üründen 9426 adet satın alınmıştır,248.0,Karton Kapak,,4.0,475.0,214.0,3878,322.0,95.7,Kazanacağınız Puan: 84
1194,Yüzbaşının Kızı (Cep Boy) (Tam Metin),Alexandr Sergeyeviç Puşkin,KARBON KİTAPLAR,14/05/2019,Bu üründen 9843 adet satın alınmıştır,168.0,Karton Kapak,,5.0,426.0,184.0,2020,262.0,8.9,Kazanacağınız Puan: 8
1195,Olağanüstü Bir Gece (Cep Boy) (Tam Metin),Stefan Zweig,KARBON KİTAPLAR,14/05/2019,Bu üründen 9582 adet satın alınmıştır,63.0,Karton Kapak,,4.0,194.0,76.0,1615,123.0,8.9,Kazanacağınız Puan: 8
1196,Kendine Ait Bir Oda (Cep Boy) (Tam Metin),Virginia Woolf,KARBON KİTAPLAR,23/05/2019,Bu üründen 12390 adet satın alınmıştır,144.0,Karton Kapak,,4.0,411.0,167.0,2325,313.0,8.9,Kazanacağınız Puan: 8
1197,Dava (Cep Boy) (Tam Metin),Franz Kafka,KARBON KİTAPLAR,24/05/2019,Bu üründen 11260 adet satın alınmıştır,272.0,Karton Kapak,,5.0,425.0,190.0,2018,288.0,8.9,Kazanacağınız Puan: 8
1198,Zile Basıp Kaçanlar,İdil Pişgin,DOĞAN EGMONT ÇOCUK KİTAPLARI,16/08/2019,Bu üründen 324 adet satın alınmıştır,84.0,Karton Kapak,,5.0,10.0,3.0,75,4.0,66.22,Kazanacağınız Puan: 24
1199,Suç ve Ceza (3 Cilt) (Cep Boy) (Tam Metin),Fyodor Mihailoviç Dostoyevski,KARBON KİTAPLAR,04/09/2019,Bu üründen 8707 adet satın alınmıştır,768.0,Karton Kapak,,5.0,272.0,132.0,2364,261.0,26.71,Kazanacağınız Puan: 24
1200,Sis ve Gece,Ahmet Ümit,YAPI KREDİ YAYINLARI,01/11/2019,Bu üründen 6581 adet satın alınmıştır,292.0,Karton Kapak,,5.0,245.0,136.0,4069,207.0,99.0,Kazanacağınız Puan: 56
1201,Bir Delinin Hatıra Defteri  Portre (Cep Boy) (Tam Metin),Nikolay Vasilievich Gogol,KARBON KİTAPLAR,06/02/2020,Bu üründen 5870 adet satın alınmıştır,120.0,Karton Kapak,,5.0,141.0,63.0,1640,125.0,8.9,Kazanacağınız Puan: 8
1202,Sevda Sözleri,Cemal Süreya,CAN YAYINLARI,22/11/2022,Bu üründen 5597 adet satın alınmıştır,376.0,Karton Kapak,,5.0,118.0,56.0,2433,126.0,115.5,Kazanacağınız Puan: 104
1203,Robit - Minik Bir Robot Dev Bir Macera,Shane Hegarty,TİMAŞ İLK GENÇ,18/10/2023,Bu üründen 3087 adet satın alınmıştır,240.0,Karton Kapak,,5.0,90.0,43.0,539,58.0,79.2,Kazanacağınız Puan: 70
1204,Muhteşem Gatsby,F. Scott Fitzgerald,KAPRA YAYINCILIK,28/11/2020,Bu üründen 3027 adet satın alınmıştır,184.0,Karton Kapak,,5.0,99.0,49.0,845,103.0,9.9,Kazanacağınız Puan: 14
1205,Engereğin Gözü,Zülfü Livaneli,İNKILAP KİTABEVİ,04/01/2021,Bu üründen 2039 adet satın alınmıştır,144.0,Karton Kapak,,5.0,49.0,30.0,1349,84.0,73.85,Kazanacağınız Puan: 60
1206,Altın Işık,Ziya Gökalp,KAPRA YAYINCILIK,13/01/2021,Bu üründen 1386 adet satın alınmıştır,200.0,Karton Kapak,,5.0,31.0,12.0,383,32.0,9.9,Kazanacağınız Puan: 14
1207,Miras,Vigdis Hjorth,SİREN YAYINLARI,07/07/2023,Bu üründen 4259 adet satın alınmıştır,309.0,Karton Kapak,,5.0,115.0,56.0,2771,184.0,96.72,Kazanacağınız Puan: 112
1208,Tebeşir Tozu,Sezer Ortadağ,NEMESİS KİTAP,05/10/2021,Bu üründen 662 adet satın alınmıştır,248.0,Karton Kapak,,5.0,10.0,9.0,465,34.0,97.13,Kazanacağınız Puan: 84
1209,Shadowghast - Karakasvet,Thomas Taylor,TİMAŞ GENÇ,07/10/2021,Bu üründen 2530 adet satın alınmıştır,336.0,Karton Kapak,,5.0,60.0,34.0,683,79.0,99.7,Kazanacağınız Puan: 98
1210,"Beyaz Diş (Ciltli, İplik Dikişli)",Jack London,KAPRA YAYINCILIK,26/07/2022,Bu üründen 1690 adet satın alınmıştır,224.0,Ciltli,,5.0,28.0,17.0,1343,52.0,29.9,Kazanacağınız Puan: 40
1211,"Deniz Feneri (Ciltli, İplik Dikişli)",Virginia Woolf,KAPRA YAYINCILIK,26/07/2022,Bu üründen 2207 adet satın alınmıştır,208.0,Ciltli,,5.0,32.0,15.0,2285,82.0,29.9,Kazanacağınız Puan: 40
1212,Kurt Kanunu,Kemal Tahir,KETEBE YAYINEVİ,08/12/2022,Bu üründen 1779 adet satın alınmıştır,304.0,Karton Kapak,,5.0,33.0,10.0,995,65.0,61.1,Kazanacağınız Puan: 112
1213,Dad,Selahattin Demirtaş,DİPNOT YAYINLARI,09/03/2023,Bu üründen 3359 adet satın alınmıştır,152.0,Karton Kapak,,5.0,45.0,24.0,465,106.0,62.02,Kazanacağınız Puan: 104
1214,Dokuzuncu Hariciye Koğuşu,Peyami Safa,ÖTÜKEN NEŞRİYAT,16/02/2023,Bu üründen 941 adet satın alınmıştır,112.0,Karton Kapak,,5.0,13.0,9.0,443,24.0,52.78,Kazanacağınız Puan: 70
1215,Afili Hafiye,Murat Menteş,ALFA YAYINLARI,19/07/2023,Bu üründen 1116 adet satın alınmıştır,312.0,Karton Kapak,,4.0,35.0,20.0,380,55.0,84.99,Kazanacağınız Puan: 210
1216,Bu Böyledir,Mustafa Kutlu,DERGAH YAYINLARI,01/08/2012,Bu üründen 18883 adet satın alınmıştır,90.0,Karton Kapak,,5.0,1169.0,482.0,4842,534.0,51.0,Kazanacağınız Puan: 42
1217,Uzakların Şarkısı,Kaan Murat Yanık,KETEBE YAYINEVİ,03/08/2023,Bu üründen 1893 adet satın alınmıştır,392.0,Karton Kapak,,5.0,56.0,32.0,803,105.0,64.68,Kazanacağınız Puan: 122
1218,Niye Geldik Cihane?,Hayati İnanç,PROFİL KİTAP,18/09/2023,Bu üründen 436 adet satın alınmıştır,125.0,Karton Kapak,,5.0,9.0,4.0,490,54.0,82.5,Kazanacağınız Puan: 172
1219,Bir Bilim Adamının Romanı / Bütün Eserleri 5,Oğuz Atay,İLETİŞİM YAYINLARI,02/06/2021,Bu üründen 19317 adet satın alınmıştır,283.0,Karton Kapak,,5.0,1203.0,599.0,9209,860.0,103.94,Kazanacağınız Puan: 116
1220,Beni Unutma,Dilek Bilgiç Esen,MÜPTELA,02/11/2023,Bu üründen 149 adet satın alınmıştır,272.0,Karton Kapak,,5.0,2.0,2.0,75,12.0,135.0,Kazanacağınız Puan: 270
1221,Koku (Ciltsiz),Patrick Süskind,CAN YAYINLARI,17/08/2023,Bu üründen 19813 adet satın alınmıştır,264.0,Karton Kapak,,5.0,1801.0,995.0,12563,,94.25,Kazanacağınız Puan: 42
1222,Gün Olur Asra Bedel,Cengiz Aytmatov,ÖTÜKEN NEŞRİYAT,04/12/2020,Bu üründen 33924 adet satın alınmıştır,413.0,Karton Kapak,,5.0,3500.0,1729.0,13727,,101.79,Kazanacağınız Puan: 60
1223,Karısını Şapka Sanan Adam,Oliver Sacks,YAPI KREDİ YAYINLARI,01/04/2020,Bu üründen 10462 adet satın alınmıştır,263.0,Karton Kapak,,4.0,535.0,251.0,6307,469.0,72.1,Kazanacağınız Puan: 50
1224,Düzceli Mehmet,Halit Ertuğrul,NESİL YAYINLARI,17/11/2022,Bu üründen 10268 adet satın alınmıştır,160.0,Karton Kapak,,5.0,466.0,399.0,2381,146.0,69.05,Kazanacağınız Puan: 52
1225,Şu Çılgın Türkler,Turgut Özakman,BİLGİ YAYINEVİ,01/08/2016,Bu üründen 16501 adet satın alınmıştır,748.0,Karton Kapak,,5.0,1340.0,1453.0,10077,854.0,175.1,Kazanacağınız Puan: 186
1226,Gün Doğmadan,Sezai Karakoç,DİRİLİŞ YAYINLARI,31/12/2020,Bu üründen 6386 adet satın alınmıştır,686.0,Karton Kapak,,5.0,548.0,286.0,3731,263.0,126.0,Kazanacağınız Puan: 148
1227,Sinekli Bakkal,Halide Edib Adıvar,CAN YAYINLARI,22/11/2022,Bu üründen 17222 adet satın alınmıştır,476.0,Karton Kapak,,5.0,1244.0,571.0,10228,867.0,130.0,Kazanacağınız Puan: 106
1228,Od,Prof. Dr. İskender Pala,KAPI YAYINLARI,19/09/2020,Bu üründen 27055 adet satın alınmıştır,361.0,Karton Kapak,,5.0,2879.0,2657.0,17345,674.0,126.0,Kazanacağınız Puan: 90
1229,Kitap Hırsızı,Markus Zusak,MARTI YAYINLARI,18/11/2022,Bu üründen 9339 adet satın alınmıştır,574.0,Karton Kapak,,5.0,1016.0,503.0,5937,593.0,85.0,Kazanacağınız Puan: 108
1230,Leylim Leylim  Ahmed Arif'ten Leyla Erbil'e Mektuplar,Ahmed Arif,TÜRKİYE İŞ BANKASI KÜLTÜR YAYINLARI,14/03/2019,Bu üründen 10191 adet satın alınmıştır,240.0,Karton Kapak,,5.0,933.0,426.0,3427,341.0,49.5,Kazanacağınız Puan: 24
1231,Kağıt Ev,Carlos Maria Dominguez,JAGUAR KİTAP,01/07/2017,Bu üründen 10330 adet satın alınmıştır,94.0,Karton Kapak,,4.0,1083.0,549.0,4661,493.0,45.0,Kazanacağınız Puan: 34
1232,Palto,Nikolay Vasilievich Gogol,KARBON KİTAPLAR,13/01/2017,Bu üründen 6867 adet satın alınmıştır,56.0,Karton Kapak,,5.0,513.0,257.0,2092,228.0,16.25,Kazanacağınız Puan: 26
1233,Tarihi Hoşça Kal Lokantası,Şermin Yaşar,DOĞAN KİTAP,27/12/2018,Bu üründen 18951 adet satın alınmıştır,176.0,Karton Kapak,,5.0,1475.0,766.0,4298,620.0,71.76,Kazanacağınız Puan: 82
1234,AbumRabum,Prof. Dr. İskender Pala,KAPI YAYINLARI,10/05/2023,Bu üründen 9897 adet satın alınmıştır,528.0,Karton Kapak,,5.0,1255.0,707.0,5013,625.0,126.0,Kazanacağınız Puan: 68
1235,Oblomov,İvan Gonçarov,YORDAM KİTAP,26/03/2020,Bu üründen 1978 adet satın alınmıştır,700.0,Karton Kapak,,5.0,40.0,19.0,1734,105.0,92.4,Kazanacağınız Puan: 98
1236,Kadınlar Ülkesi,Charlotte Perkins Gilman,İTHAKİ YAYINLARI,28/04/2023,Bu üründen 6784 adet satın alınmıştır,216.0,Karton Kapak,,5.0,452.0,206.0,4982,355.0,43.2,Kazanacağınız Puan: 40
1237,İki Şehrin Hikayesi,Charles Dickens,BİLGİ YAYINEVİ,10/03/2020,Bu üründen 1220 adet satın alınmıştır,552.0,Karton Kapak,,5.0,18.0,11.0,727,44.0,46.8,Kazanacağınız Puan: 58
1238,Üç Yıl,Anton Çehov,KAPRA YAYINCILIK,28/11/2020,Bu üründen 1571 adet satın alınmıştır,128.0,Karton Kapak,,5.0,58.0,29.0,612,51.0,9.9,Kazanacağınız Puan: 14
1239,Bir Şeftali Bin Şeftali,Samed Behrengi,KAPRA YAYINCILIK,21/12/2020,Bu üründen 3886 adet satın alınmıştır,62.0,Karton Kapak,,5.0,60.0,30.0,611,45.0,19.04,Kazanacağınız Puan: 14
1240,Palto,Nikolay Vasilievich Gogol,KAPRA YAYINCILIK,21/12/2020,Bu üründen 3405 adet satın alınmıştır,50.0,Karton Kapak,,5.0,94.0,44.0,974,65.0,14.9,Kazanacağınız Puan: 14
1241,Evlere Şenlik Kaynanam Nasıl Kudurdu?,Hüseyin Rahmi Gürpınar,KAPRA YAYINCILIK,18/01/2021,Bu üründen 2081 adet satın alınmıştır,143.0,Karton Kapak,,5.0,100.0,54.0,838,69.0,9.9,Kazanacağınız Puan: 14
1242,Yeni Dünya,Sabahattin Ali,KAPRA YAYINCILIK,09/02/2021,Bu üründen 1981 adet satın alınmıştır,142.0,Karton Kapak,,5.0,22.0,9.0,626,27.0,12.88,Kazanacağınız Puan: 14
1243,Arsen Lüpen - Kibar Hırsız,Maurice Leblanc,KAPRA YAYINCILIK,19/03/2021,Bu üründen 2640 adet satın alınmıştır,206.0,Karton Kapak,,5.0,57.0,25.0,829,66.0,14.9,Kazanacağınız Puan: 20
